,Value
best model,"{'model': 'mlp', 'learning_rate': 0.001, 'dropout': 0.6, 'n_hidden': 2, 'hidden_1': 89, 'hidden_2': 6, 'hidden_3': 69, 'hidden_4': 44, 'hidden_5': 58}"
val mse,2227.607421875
test mse,8571.561
total time,26.383838653564453
function calls,180
iterations,90
